gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cells	C2: C1q+IL18+MCs	CD56brightCD16- NK cells	CD56dimCD16+ NK cells	CD8+ Exhausted T	CD8+ GZMB+ T	CD8+ GZMK+ T	MAIT	Naive T	Plasma cells	Treg	gd T
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-SC08932F30D	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC0588019E6	0.177	0.05	0.209	0.14	0.158	0.179	0.063	0.15	0.123	0.065	0.169	0.134
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC00A2075DC	0.177	0.05	0.209	0.14	0.158	0.179	0.063	0.15	0.123	0.065	0.169	0.134
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC09484F060	0.177	0.05	0.209	0.14	0.158	0.179	0.063	0.15	0.123	0.065	0.169	0.134
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC0FE04B899	0.177	0.05	0.209	0.14	0.158	0.179	0.063	0.15	0.123	0.065	0.169	0.134
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0976EF8E9	1.047	1.284	0.973	0.637	1.125	0.953	0.508	1.169	0.924	0.469	1.164	1.027
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0EA880BEF	1.047	1.284	0.973	0.637	1.125	0.953	0.508	1.169	0.924	0.469	1.164	1.027
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC063B0B7DD	1.047	1.284	0.973	0.637	1.125	0.953	0.508	1.169	0.924	0.469	1.164	1.027
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0AC1EFC2A	1.047	1.284	0.973	0.637	1.125	0.953	0.508	1.169	0.924	0.469	1.164	1.027
AKR1B1	P15121	True	ALDR_HUMAN	ProstaglandinF2a_byAKR1B1	CPI-SC07B698B76	0.236	0.276	0.31	0.293	0.273	0.335	0.177	0.233	0.2	0.196	0.186	0.296
CBR1	P16152	True	CBR1_HUMAN	ProstaglandinF2a_byCBR1	CPI-SC092FFAABA	0.104	0.22	0.136	0.116	0.121	0.131	0.048	0.088	0.098	0.027	0.128	0.126
FAM213B	Q8TBF2	True	PXL2B_HUMAN	ProstaglandinF2a_byPRXL2B	CPI-SC0F0D82E23	0.016	0.0	0.038	0.01	0.026	0.014	0.008	0.022	0.022	0.005	0.044	0.027
PRXL2B	Q8TBF2	True	PXL2B_HUMAN	ProstaglandinF2a_byPRXL2B	CPI-SC0F0D82E23	0.016	0.0	0.038	0.01	0.026	0.014	0.008	0.022	0.022	0.005	0.044	0.027
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC00EA503F2	0.002	0.001	0.01	0.003	0.003	0.01	0.002	0.002	0.004	0.002	0.002	0.006
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.002	0.001	0.01	0.003	0.003	0.01	0.002	0.002	0.004	0.002	0.002	0.006
CALCRL	Q16602	True	CALRL_HUMAN	RAMP2_complex	CPI-SC01AD532CA	0.002	0.013	0.007	0.003	0.003	0.01	0.002	0.007	0.004	0.002	0.002	0.006
CALCRL	Q16602	True	CALRL_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
CALCRL	Q16602	True	CALRL_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC00EA503F2	0.002	0.001	0.01	0.003	0.003	0.01	0.002	0.002	0.004	0.002	0.002	0.006
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.002	0.001	0.01	0.003	0.003	0.01	0.002	0.002	0.004	0.002	0.002	0.006
RAMP2	O60895	True	RAMP2_HUMAN	RAMP2_complex	CPI-SC01AD532CA	0.002	0.013	0.007	0.003	0.003	0.01	0.002	0.007	0.004	0.002	0.002	0.006
RAMP3	O60896	True	RAMP3_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
RAMP3	O60896	True	RAMP3_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
GPER1	Q99527	True	GPER1_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
GPER1	Q99527	True	GPER1_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC08032972C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_2	CPI-SC060C69786	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_3	CPI-SC03B346136	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC08032972C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GFRA2	O00451	True	GFRA2_HUMAN	RET_receptor_2	CPI-SC060C69786	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
GFRA3	O60609	True	GFRA3_HUMAN	RET_receptor_3	CPI-SC03B346136	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.009	0.014	0.003	0.001	0.004	0.001	0.002	0.002	0.003	0.002	0.012	0.002
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.009	0.014	0.003	0.001	0.004	0.001	0.002	0.002	0.003	0.002	0.012	0.002
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0412566F3	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0EFFE8ACB	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC05FB58376	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC07863BB7C	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC021FEB927	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC0162A6735	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC02040C23F	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC083C897C9	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC09512F4D8	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC081518F41	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC0A8AF8ECB	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC09ABB671B	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC05E87F29C	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.004	0.003
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.002	0.017	0.02	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.009	0.01	0.021	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.03	0.092	0.03	0.033	0.034	0.023	0.022	0.029	0.024	0.023	0.047	0.045
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.002	0.017	0.02	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.009	0.01	0.021	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.03	0.092	0.03	0.033	0.034	0.023	0.022	0.029	0.024	0.023	0.047	0.045
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.075	0.092	0.161	0.154	0.116	0.208	0.024	0.102	0.064	0.023	0.075	0.095
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.012	0.051	0.013	0.007	0.022	0.008	0.011	0.014	0.025	0.008	0.037	0.013
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0412566F3	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0EFFE8ACB	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.009	0.04	0.007	0.009	0.008	0.005	0.013	0.005	0.01	0.015	0.013	0.007
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC090068F7B	0.001	0.103	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.06	0.009
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC047CEF2DD	0.001	0.103	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.06	0.009
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	0.001	0.103	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.06	0.009
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	0.001	0.103	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.06	0.009
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-SC09F8C9859	0.17	0.577	0.157	0.097	0.113	0.117	0.076	0.146	0.114	0.116	0.093	0.18
HSD17B3	P37058	True	DHB3_HUMAN	Testosterone_byHSD17B3	CPI-SC0F0F8F51F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBXAS1	P24557	True	THAS_HUMAN	ThromboxaneA2_byTBXAS1	CPI-SC0236D0574	0.086	0.207	0.082	0.146	0.027	0.051	0.02	0.154	0.09	0.035	0.044	0.093
DIO3	P55073	True	IOD3_HUMAN	Triiodothyronine_byDIO3	CPI-SC0D782CD93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIO3	P55073	True	IOD3_HUMAN	Triiodothyronine_byDIO3	CPI-SC0AEDA1E97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TG	P01266	True	THYG_HUMAN	Triiodothyronine_byDIO3	CPI-SC0D782CD93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TG	P01266	True	THYG_HUMAN	Triiodothyronine_byDIO3	CPI-SC0AEDA1E97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL10RB	Q08334	True	I10R2_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	0.045	0.005	0.001	0.007	0.013	0.022	0.005	0.003	0.006	0.024	0.013	0.008
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	0.045	0.005	0.001	0.007	0.013	0.022	0.005	0.003	0.006	0.024	0.013	0.008
IFNGR1	P15260	True	INGR1_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.407	0.292	0.05	0.01	0.014	0.012	0.016	0.065	0.061	0.169	0.154	0.045
IFNGR2	P38484	True	INGR2_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.407	0.292	0.05	0.01	0.014	0.012	0.016	0.065	0.061	0.169	0.154	0.045
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC08152E49A	0.043	0.1	0.122	0.109	0.058	0.091	0.08	0.053	0.076	0.067	0.174	0.113
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC0B0023C1C	0.043	0.1	0.122	0.109	0.058	0.091	0.08	0.053	0.076	0.067	0.174	0.113
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC08152E49A	0.043	0.1	0.122	0.109	0.058	0.091	0.08	0.053	0.076	0.067	0.174	0.113
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC0B0023C1C	0.043	0.1	0.122	0.109	0.058	0.091	0.08	0.053	0.076	0.067	0.174	0.113
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-SC0A1E8C5F6	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08F908F82	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0C0E5D3E6	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08CA59D0F	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC054A62E24	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065EAD131	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0C253E5C0	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08689D69E	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0DACB3814	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01013C167	0.006	0.635	0.003	0.02	0.007	0.007	0.02	0.013	0.011	0.019	0.011	0.017
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-SC0AD976083	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC026C4A350	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC006FA0683	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC07740C2C7	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0033B8550	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7305040	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC04D4A2639	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03471D12E	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0EE65B390	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B0EE8B92	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-SC061B08F44	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC019B04ACA	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC034CDFF5A	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03D29A57A	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC02DA10AF1	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC08FFD9783	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0DB92A7C7	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F4523A8	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D18F107A	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07EB70E9C	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E4A99136	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.003	0.006	0.003	0.002	0.004	0.004	0.003	0.002	0.004	0.002	0.003	0.003
